"","sample.type","sample.day","sample.mo","sample.yr","sample.date","organic.matter.fraction","trap.no","stream","days.deployed","total.field.wt","field.sub.wet.wt.g","field.sub.prop","pan.wt.g","om.total.dry.wt.g","om.sub.dry.pan.wt.g","om.sub.ash.pan.wt.g","sub.prop.total","sub.prop.afdm","total.afdm.g","areal.AFDM.input.g.m","areal.AFDM.input.g.m.d"
"4752","LINP",21,7,2020,2020-07-21,"MISC",7,"WS55",28,NA,NA,NA,3.6678,0.1812,3.849,3.7095,1,0.769867549668876,0.1395,0.279000000000001,0.00996428571428574
"4753","LINP",21,7,2020,2020-07-21,"LEAF",7,"WS55",28,NA,NA,NA,0,0,0,0,NA,NA,NA,0,0
"4754","LINP",21,7,2020,2020-07-21,"WOOD",8,"WS55",28,NA,NA,NA,3.5407,2.3804,5.9211,3.5885,1,0.979919341287179,2.3326,4.6652,0.166614285714286
"4755","LINP",21,7,2020,2020-07-21,"MISC",8,"WS55",28,NA,NA,NA,3.5197,0.5997,4.1194,3.5451,1,0.957645489411372,0.5743,1.1486,0.0410214285714285
"4756","LINP",21,7,2020,2020-07-21,"LEAF",8,"WS55",28,NA,NA,NA,3.6279,2.1704,5.7983,3.7462,1,0.945493918171766,2.0521,4.1042,0.146578571428571
"4757","LINP",21,7,2020,2020-07-21,"WOOD",9,"WS55",28,NA,NA,NA,3.6501,0.1698,3.8199,3.6583,1,0.95170789163722,0.1616,0.3232,0.0115428571428571
"4758","LINP",21,7,2020,2020-07-21,"MISC",9,"WS55",28,NA,NA,NA,3.5668,1.4075,4.9743,3.6247,1,0.958863232682061,1.3496,2.6992,0.0964
"4759","LINP",21,7,2020,2020-07-21,"LEAF",9,"WS55",28,NA,NA,NA,3.5223,6.26,6.686,3.6781,0.50538338658147,0.950753864146411,5.95171918955653,11.9034383791131,0.425122799254038
"4760","LINP",21,7,2020,2020-07-21,"WOOD",10,"WS55",28,NA,NA,NA,0,0,0,0,NA,NA,NA,0,0
"4761","LINP",21,7,2020,2020-07-21,"MISC",10,"WS55",28,NA,NA,NA,3.54,0.7494,4.2894,3.5742,1,0.954363490792634,0.7152,1.4304,0.0510857142857143
"4762","LINP",21,7,2020,2020-07-21,"LEAF",10,"WS55",28,NA,NA,NA,3.5293,0.6425,4.1718,3.5592,1,0.953463035019455,0.6126,1.2252,0.0437571428571428
"4763","LINP",21,7,2020,2020-07-21,"WOOD",11,"WS55",28,NA,NA,NA,0,0,0,0,NA,NA,NA,0,0
"4764","LINP",21,7,2020,2020-07-21,"MISC",11,"WS55",28,NA,NA,NA,3.5452,0.2789,3.8241,3.5666,1,0.923269989243455,0.2575,0.514999999999999,0.0183928571428571
"4765","LINP",21,7,2020,2020-07-21,"LEAF",11,"WS55",28,NA,NA,NA,3.5557,0.5681,4.1238,3.5811,1,0.955289561696884,0.5427,1.0854,0.0387642857142857
"4766","LINP",21,7,2020,2020-07-21,"WOOD",12,"WS55",28,NA,NA,NA,3.6446,3.0156,6.6602,3.8472,1,0.932816023345271,2.813,5.626,0.200928571428571
"4767","LINP",21,7,2020,2020-07-21,"MISC",12,"WS55",28,NA,NA,NA,3.504,0.9653,4.4693,3.5491,1,0.953278773438309,0.9202,1.8404,0.0657285714285714
"4768","LINP",21,7,2020,2020-07-21,"LEAF",12,"WS55",28,NA,NA,NA,3.6046,1.4191,5.0237,3.6695,1,0.954266788809809,1.3542,2.7084,0.0967285714285714
"4769","LINP",21,7,2020,2020-07-21,"WOOD",1,"TOWR",28,NA,NA,NA,0,0,0,0,NA,NA,NA,0,0
"4770","LINP",21,7,2020,2020-07-21,"MISC",1,"TOWR",28,NA,NA,NA,3.5471,0.5438,4.0909,3.5759,1,0.9470393527032,0.515,1.03,0.0367857142857143
"4771","LINP",21,7,2020,2020-07-21,"LEAF",1,"TOWR",28,NA,NA,NA,3.5459,0.2681,3.814,3.5587,1,0.952256620663932,0.2553,0.5106,0.0182357142857143
"4772","LINP",21,7,2020,2020-07-21,"WOOD",2,"TOWR",28,NA,NA,NA,3.5522,0.7679,4.3201,3.5767,1,0.968094804010939,0.7434,1.4868,0.0531
"4773","LINP",21,7,2020,2020-07-21,"MISC",2,"TOWR",28,NA,NA,NA,3.622,0.3851,4.0071,3.6801,1,0.849130096078941,0.327,0.654,0.0233571428571429
"4774","LINP",21,7,2020,2020-07-21,"LEAF",2,"TOWR",28,NA,NA,NA,3.5414,0.1728,3.7142,3.5579,1,0.904513888888888,0.1563,0.3126,0.0111642857142857
"4775","LINP",21,7,2020,2020-07-21,"WOOD",3,"TOWR",28,NA,NA,NA,0,0,0,0,NA,NA,NA,0,0
"4776","LINP",21,7,2020,2020-07-21,"MISC",3,"TOWR",28,NA,NA,NA,0,0,0,0,NA,NA,NA,0,0
"4777","LINP",21,7,2020,2020-07-21,"LEAF",3,"TOWR",28,NA,NA,NA,3.6541,0.4514,4.1055,3.6807,1,0.941072219760745,0.4248,0.849600000000001,0.0303428571428572
"4778","LINP",21,7,2020,2020-07-21,"WOOD",4,"TOWR",28,NA,NA,NA,0,0,0,0,NA,NA,NA,0,0
"4779","LINP",21,7,2020,2020-07-21,"MISC",4,"TOWR",28,NA,NA,NA,3.6521,0.1125,3.7646,3.662,1,0.912,0.1026,0.2052,0.00732857142857143
"4780","LINP",21,7,2020,2020-07-21,"LEAF",4,"TOWR",28,NA,NA,NA,3.5406,0.9342,4.4748,3.5765,1,0.961571397987583,0.8983,1.7966,0.0641642857142857
"4781","LINP",21,7,2020,2020-07-21,"WOOD",5,"TOWR",28,NA,NA,NA,0,0,0,0,NA,NA,NA,0,0
"4782","LINP",21,7,2020,2020-07-21,"MISC",5,"TOWR",28,NA,NA,NA,3.6261,1.3152,4.9413,3.7065,1,0.938868613138686,1.2348,2.4696,0.0882
"4783","LINP",21,7,2020,2020-07-21,"LEAF",5,"TOWR",28,NA,NA,NA,3.5523,0.2737,3.826,3.5723,1,0.926927292656193,0.2537,0.5074,0.0181214285714286
"4784","LINP",21,7,2020,2020-07-21,"WOOD",6,"TOWR",28,NA,NA,NA,3.5376,0.0577,3.5953,3.5397,1,0.963604852686309,0.0556,0.1112,0.00397142857142857
"4785","LINP",21,7,2020,2020-07-21,"MISC",6,"TOWR",28,NA,NA,NA,3.5507,1.3487,4.8994,3.6087,1,0.956995625417068,1.2907,2.5814,0.0921928571428572
"4786","LINP",21,7,2020,2020-07-21,"LEAF",6,"TOWR",28,NA,NA,NA,3.5356,0.033,3.5686,3.539,0.999999999999997,0.896969696969695,0.0295999999999999,0.0591999999999998,0.00211428571428571
"4787","LINP",21,7,2020,2020-07-21,"WOOD",7,"TOWR",28,NA,NA,NA,0,0,0,0,NA,NA,NA,0,0
"4788","LINP",21,7,2020,2020-07-21,"MISC",7,"TOWR",28,NA,NA,NA,3.5575,0.2966,3.8541,3.5825,0.999999999999999,0.915711395819286,0.2716,0.5432,0.0194
"4789","LINP",21,7,2020,2020-07-21,"LEAF",7,"TOWR",28,NA,NA,NA,3.53,2.5364,6.0664,3.6606,1,0.94850969878568,2.4058,4.8116,0.171842857142857
"4790","LINP",21,7,2020,2020-07-21,"WOOD",8,"TOWR",28,NA,NA,NA,0,0,0,0,NA,NA,NA,0,0
"4791","LINP",21,7,2020,2020-07-21,"MISC",8,"TOWR",28,NA,NA,NA,3.6772,0.2,3.8772,3.693,1,0.921,0.1842,0.3684,0.0131571428571429
"4792","LINP",21,7,2020,2020-07-21,"LEAF",8,"TOWR",28,NA,NA,NA,3.6613,0.2406,3.9019,3.6798,0.999999999999999,0.92310889443059,0.2221,0.4442,0.0158642857142857
"4793","LINP",21,7,2020,2020-07-21,"WOOD",9,"TOWR",28,NA,NA,NA,3.5322,0.1036,3.6358,3.5379,1,0.944980694980695,0.0979,0.1958,0.00699285714285714
"4794","LINP",21,7,2020,2020-07-21,"MISC",9,"TOWR",28,NA,NA,NA,3.547,0.2698,3.8168,3.5601,1,0.951445515196443,0.2567,0.513400000000001,0.0183357142857143
"4795","LINP",21,7,2020,2020-07-21,"LEAF",9,"TOWR",28,NA,NA,NA,3.5496,3.277,6.8266,3.6936,1,0.956057369545316,3.133,6.266,0.223785714285714
"4796","LINP",21,7,2020,2020-07-21,"WOOD",10,"TOWR",28,NA,NA,NA,0,0,0,0,NA,NA,NA,0,0
"4797","LINP",21,7,2020,2020-07-21,"MISC",10,"TOWR",28,NA,NA,NA,3.6168,3.1698,6.7866,3.9562,1,0.892926998548804,2.8304,5.6608,0.202171428571429
"4798","LINP",21,7,2020,2020-07-21,"LEAF",10,"TOWR",28,NA,NA,NA,3.529,0.6693,4.1983,3.5742,1,0.932466756312565,0.6241,1.2482,0.0445785714285714
"4799","LINP",21,7,2020,2020-07-21,"WOOD",11,"TOWR",28,NA,NA,NA,0,0,0,0,NA,NA,NA,0,0
"4800","LINP",21,7,2020,2020-07-21,"MISC",11,"TOWR",28,NA,NA,NA,3.6509,0.0955,3.7464,3.6581,0.999999999999999,0.924607329842931,0.0882999999999999,0.1766,0.00630714285714285
"4801","LINP",21,7,2020,2020-07-21,"LEAF",11,"TOWR",28,NA,NA,NA,3.6326,0.0452,3.6778,3.635,0.999999999999998,0.946902654867262,0.0428000000000003,0.0856000000000005,0.00305714285714288
"4802","LINP",21,7,2020,2020-07-21,"WOOD",12,"TOWR",28,NA,NA,NA,3.6743,0.478,4.1523,3.6892,1,0.968828451882845,0.4631,0.9262,0.0330785714285714
"4803","LINP",21,7,2020,2020-07-21,"MISC",12,"TOWR",28,NA,NA,NA,3.6235,0.1515,3.775,3.6352,1,0.922772277227721,0.1398,0.279599999999999,0.00998571428571427
"4804","LINP",21,7,2020,2020-07-21,"LEAF",12,"TOWR",28,NA,NA,NA,3.5129,0.1099,3.6228,3.5175,0.999999999999997,0.958143767060965,0.1053,0.2106,0.00752142857142857
"4805","LINP",25,8,2020,2020-08-25,"WOOD",1,"WS55",35,NA,NA,NA,0,0,0,0,NA,NA,NA,0,0
"4806","LINP",25,8,2020,2020-08-25,"MISC",1,"WS55",35,NA,NA,NA,0,0,0,0,NA,NA,NA,0,0
"4807","LINP",25,8,2020,2020-08-25,"LEAF",1,"WS55",35,NA,NA,NA,3.535,2.3154,5.8504,3.6461,1,0.952016930120066,2.2043,4.4086,0.12596
"4808","LINP",25,8,2020,2020-08-25,"WOOD",2,"WS55",35,NA,NA,NA,0,0,0,0,NA,NA,NA,0,0
"4809","LINP",25,8,2020,2020-08-25,"MISC",2,"WS55",35,NA,NA,NA,0,0,0,0,NA,NA,NA,0,0
"4810","LINP",25,8,2020,2020-08-25,"LEAF",2,"WS55",35,NA,NA,NA,3.5318,1.1619,4.6937,3.6479,1,0.90007745933385,1.0458,2.0916,0.05976
"4811","LINP",25,8,2020,2020-08-25,"WOOD",3,"WS55",35,NA,NA,NA,3.6376,0.301,3.9386,3.6458,1,0.972757475083057,0.2928,0.5856,0.0167314285714286
"4812","LINP",25,8,2020,2020-08-25,"MISC",3,"WS55",35,NA,NA,NA,3.5303,0.5761,4.1064,3.5353,1,0.991320951223746,0.5711,1.1422,0.0326342857142857
"4813","LINP",25,8,2020,2020-08-25,"LEAF",3,"WS55",35,NA,NA,NA,3.6668,0.8247,4.4915,3.7067,1,0.951618770461986,0.7848,1.5696,0.0448457142857143
"4814","LINP",25,8,2020,2020-08-25,"WOOD",4,"WS55",35,NA,NA,NA,0,0,0,0,NA,NA,NA,0,0
"4815","LINP",25,8,2020,2020-08-25,"MISC",4,"WS55",35,NA,NA,NA,0,0,0,0,NA,NA,NA,0,0
"4816","LINP",25,8,2020,2020-08-25,"LEAF",4,"WS55",35,NA,NA,NA,3.6561,6.1938,9.8499,4.0393,1,0.938131680067164,5.8106,11.6212,0.332034285714286
"4817","LINP",25,8,2020,2020-08-25,"WOOD",5,"WS55",35,NA,NA,NA,3.6239,0.7597,4.3836,3.6591,1,0.953665920758194,0.7245,1.449,0.0414
"4818","LINP",25,8,2020,2020-08-25,"MISC",5,"WS55",35,NA,NA,NA,0,0,0,0,NA,NA,NA,0,0
"4819","LINP",25,8,2020,2020-08-25,"LEAF",5,"WS55",35,NA,NA,NA,3.541,1.9131,5.4541,3.6888,1,0.922743191678428,1.7653,3.5306,0.100874285714286
"4820","LINP",25,8,2020,2020-08-25,"WOOD",6,"WS55",35,NA,NA,NA,0,0,0,0,NA,NA,NA,0,0
"4821","LINP",25,8,2020,2020-08-25,"MISC",6,"WS55",35,NA,NA,NA,0,0,0,0,NA,NA,NA,0,0
"4822","LINP",25,8,2020,2020-08-25,"LEAF",6,"WS55",35,NA,NA,NA,3.6619,0.6808,4.3427,3.6897,1,0.959165687426557,0.653,1.306,0.0373142857142857
"4823","LINP",25,8,2020,2020-08-25,"WOOD",7,"WS55",35,NA,NA,NA,0,0,0,0,NA,NA,NA,0,0
"4824","LINP",25,8,2020,2020-08-25,"MISC",7,"WS55",35,NA,NA,NA,0,0,0,0,NA,NA,NA,0,0
"4825","LINP",25,8,2020,2020-08-25,"LEAF",7,"WS55",35,NA,NA,NA,3.6229,0.8382,4.4611,3.6856,1,0.925196850393701,0.7755,1.551,0.0443142857142857
"4826","LINP",25,8,2020,2020-08-25,"WOOD",8,"WS55",35,NA,NA,NA,0,0,0,0,NA,NA,NA,0,0
"4827","LINP",25,8,2020,2020-08-25,"MISC",8,"WS55",35,NA,NA,NA,3.5373,0.5891,4.1264,3.5644,1,0.953997623493465,0.562,1.124,0.0321142857142857
"4828","LINP",25,8,2020,2020-08-25,"LEAF",8,"WS55",35,NA,NA,NA,3.6167,1.4546,5.0713,3.6756,1,0.959507768458683,1.3957,2.7914,0.0797542857142857
"4829","LINP",25,8,2020,2020-08-25,"WOOD",9,"WS55",35,NA,NA,NA,3.5471,1.7821,5.3292,3.583,1,0.979855226979406,1.7462,3.4924,0.0997828571428571
"4830","LINP",25,8,2020,2020-08-25,"MISC",9,"WS55",35,NA,NA,NA,0,0,0,0,NA,NA,NA,0,0
"4831","LINP",25,8,2020,2020-08-25,"LEAF",9,"WS55",35,NA,NA,NA,3.6528,3.6984,7.3512,3.8287,1,0.952438892494051,3.5225,7.045,0.201285714285714
"4832","LINP",25,8,2020,2020-08-25,"WOOD",10,"WS55",35,NA,NA,NA,0,0,0,0,NA,NA,NA,0,0
"4833","LINP",25,8,2020,2020-08-25,"MISC",10,"WS55",35,NA,NA,NA,0,0,0,0,NA,NA,NA,0,0
"4834","LINP",25,8,2020,2020-08-25,"LEAF",10,"WS55",35,NA,NA,NA,3.5565,0.5229,4.0794,3.5847,0.999999999999999,0.946069994262765,0.4947,0.9894,0.0282685714285714
"4835","LINP",25,8,2020,2020-08-25,"WOOD",11,"WS55",35,NA,NA,NA,0,0,0,0,NA,NA,NA,0,0
"4836","LINP",25,8,2020,2020-08-25,"MISC",11,"WS55",35,NA,NA,NA,0,0,0,0,NA,NA,NA,0,0
"4837","LINP",25,8,2020,2020-08-25,"LEAF",11,"WS55",35,NA,NA,NA,3.5518,0.3925,3.9443,3.5783,1,0.932484076433121,0.366,0.732,0.0209142857142857
"4838","LINP",25,8,2020,2020-08-25,"WOOD",12,"WS55",35,NA,NA,NA,3.6552,0.5762,4.2314,3.6731,1,0.968934397778549,0.5583,1.1166,0.0319028571428571
"4839","LINP",25,8,2020,2020-08-25,"MISC",12,"WS55",35,NA,NA,NA,0,0,0,0,NA,NA,NA,0,0
"4840","LINP",25,8,2020,2020-08-25,"LEAF",12,"WS55",35,NA,NA,NA,3.6045,0.3864,3.9909,3.6251,1,0.946687370600413,0.3658,0.731599999999999,0.0209028571428571
"4841","LINP",25,8,2020,2020-08-25,"WOOD",1,"TOWR",35,NA,NA,NA,0,0,0,0,NA,NA,NA,0,0
"4842","LINP",25,8,2020,2020-08-25,"MISC",1,"TOWR",35,NA,NA,NA,0,0,0,0,NA,NA,NA,0,0
"4843","LINP",25,8,2020,2020-08-25,"LEAF",1,"TOWR",35,NA,NA,NA,3.5125,0.8237,4.3362,3.5475,1,0.95750880174821,0.7887,1.5774,0.0450685714285714
"4844","LINP",25,8,2020,2020-08-25,"WOOD",2,"TOWR",35,NA,NA,NA,3.6085,1.698,5.3065,3.6916,1,0.951060070671378,1.6149,3.2298,0.09228
"4845","LINP",25,8,2020,2020-08-25,"MISC",2,"TOWR",35,NA,NA,NA,0,0,0,0,NA,NA,NA,0,0
"4846","LINP",25,8,2020,2020-08-25,"LEAF",2,"TOWR",35,NA,NA,NA,3.5156,2.6879,6.2035,3.8738,1,0.866736113694706,2.3297,4.6594,0.133125714285714
"4847","LINP",25,8,2020,2020-08-25,"WOOD",3,"TOWR",35,NA,NA,NA,0,0,0,0,NA,NA,NA,0,0
"4848","LINP",25,8,2020,2020-08-25,"MISC",3,"TOWR",35,NA,NA,NA,0,0,0,0,NA,NA,NA,0,0
"4849","LINP",25,8,2020,2020-08-25,"LEAF",3,"TOWR",35,NA,NA,NA,3.5303,0.1276,3.6579,3.5383,1,0.93730407523511,0.1196,0.2392,0.00683428571428571
"4850","LINP",25,8,2020,2020-08-25,"WOOD",4,"TOWR",35,NA,NA,NA,0,0,0,0,NA,NA,NA,0,0
"4851","LINP",25,8,2020,2020-08-25,"MISC",4,"TOWR",35,NA,NA,NA,0,0,0,0,NA,NA,NA,0,0
"4852","LINP",25,8,2020,2020-08-25,"LEAF",4,"TOWR",35,NA,NA,NA,3.5367,1.2542,4.7909,3.6343,1,0.922181470259927,1.1566,2.3132,0.0660914285714286
"4853","LINP",25,8,2020,2020-08-25,"WOOD",5,"TOWR",35,NA,NA,NA,0,0,0,0,NA,NA,NA,0,0
"4854","LINP",25,8,2020,2020-08-25,"MISC",5,"TOWR",35,NA,NA,NA,3.546,0.1297,3.6757,3.5516,1,0.956823438704701,0.1241,0.248199999999999,0.00709142857142856
"4855","LINP",25,8,2020,2020-08-25,"LEAF",5,"TOWR",35,NA,NA,NA,3.5405,0.5286,4.0691,3.5823,0.999999999999999,0.920923193340901,0.4868,0.9736,0.0278171428571429
"4856","LINP",25,8,2020,2020-08-25,"WOOD",6,"TOWR",35,NA,NA,NA,0,0,0,0,NA,NA,NA,0,0
"4857","LINP",25,8,2020,2020-08-25,"MISC",6,"TOWR",35,NA,NA,NA,0,0,0,0,NA,NA,NA,0,0
"4858","LINP",25,8,2020,2020-08-25,"LEAF",6,"TOWR",35,NA,NA,NA,3.5467,0.362,3.9087,3.5698,1,0.936187845303868,0.3389,0.6778,0.0193657142857143
"4859","LINP",25,8,2020,2020-08-25,"WOOD",7,"TOWR",35,NA,NA,NA,0,0,0,0,NA,NA,NA,0,0
"4860","LINP",25,8,2020,2020-08-25,"MISC",7,"TOWR",35,NA,NA,NA,0,0,0,0,NA,NA,NA,0,0
"4861","LINP",25,8,2020,2020-08-25,"LEAF",7,"TOWR",35,NA,NA,NA,3.6747,0.8699,4.5446,3.7359,1,0.929647085871939,0.8087,1.6174,0.0462114285714286
"4862","LINP",25,8,2020,2020-08-25,"WOOD",8,"TOWR",35,NA,NA,NA,0,0,0,0,NA,NA,NA,0,0
"4863","LINP",25,8,2020,2020-08-25,"MISC",8,"TOWR",35,NA,NA,NA,0,0,0,0,NA,NA,NA,0,0
"4864","LINP",25,8,2020,2020-08-25,"LEAF",8,"TOWR",35,NA,NA,NA,3.6659,3.4785,7.1444,3.8309,1,0.952565761103924,3.3135,6.627,0.189342857142857
"4865","LINP",25,8,2020,2020-08-25,"WOOD",9,"TOWR",35,NA,NA,NA,0,0,0,0,NA,NA,NA,0,0
"4866","LINP",25,8,2020,2020-08-25,"MISC",9,"TOWR",35,NA,NA,NA,3.5132,1.1621,4.6753,3.5559,1,0.963256174167455,1.1194,2.2388,0.0639657142857143
"4867","LINP",25,8,2020,2020-08-25,"LEAF",9,"TOWR",35,NA,NA,NA,3.624,5.331,8.955,3.855,1,0.956668542487338,5.1,10.2,0.291428571428571
"4868","LINP",25,8,2020,2020-08-25,"WOOD",10,"TOWR",35,NA,NA,NA,0,0,0,0,NA,NA,NA,0,0
"4869","LINP",25,8,2020,2020-08-25,"MISC",10,"TOWR",35,NA,NA,NA,0,0,0,0,NA,NA,NA,0,0
"4870","LINP",25,8,2020,2020-08-25,"LEAF",10,"TOWR",35,NA,NA,NA,0,0,0,0,NA,NA,NA,0,0
"4871","LINP",25,8,2020,2020-08-25,"WOOD",11,"TOWR",35,NA,NA,NA,0,0,0,0,NA,NA,NA,0,0
"4872","LINP",25,8,2020,2020-08-25,"MISC",11,"TOWR",35,NA,NA,NA,0,0,0,0,NA,NA,NA,0,0
"4873","LINP",25,8,2020,2020-08-25,"LEAF",11,"TOWR",35,NA,NA,NA,3.5538,0.7778,4.3316,3.5942,1,0.948058626896374,0.7374,1.4748,0.0421371428571429
"4874","LINP",25,8,2020,2020-08-25,"WOOD",12,"TOWR",35,NA,NA,NA,0,0,0,0,NA,NA,NA,0,0
"4875","LINP",25,8,2020,2020-08-25,"MISC",12,"TOWR",35,NA,NA,NA,0,0,0,0,NA,NA,NA,0,0
"4876","LINP",25,8,2020,2020-08-25,"LEAF",12,"TOWR",35,NA,NA,NA,3.5373,0.5259,4.0632,3.568,1,0.941623882867465,0.4952,0.9904,0.0282971428571429
"4877","LINP",22,9,2020,2020-09-22,"WOOD",1,"WS55",28,NA,NA,NA,0,0,0,0,NA,NA,NA,0,0
"4878","LINP",22,9,2020,2020-09-22,"MISC",1,"WS55",28,NA,NA,NA,3.6253,0.6227,4.248,3.6446,1,0.969005941866067,0.6034,1.2068,0.0431
"4879","LINP",22,9,2020,2020-09-22,"LEAF",1,"WS55",28,NA,NA,NA,3.6849,0.6503,4.3352,3.7151,1,0.953559895432877,0.6201,1.2402,0.0442928571428571
"4880","LINP",22,9,2020,2020-09-22,"WOOD",2,"WS55",28,NA,NA,NA,0,0,0,0,NA,NA,NA,0,0
"4881","LINP",22,9,2020,2020-09-22,"MISC",2,"WS55",28,NA,NA,NA,3.6546,0.4026,4.0572,3.675,1,0.949329359165425,0.3822,0.7644,0.0273
"4882","LINP",22,9,2020,2020-09-22,"LEAF",2,"WS55",28,NA,NA,NA,3.6352,2.5107,6.1459,3.7611,1,0.949854622216912,2.3848,4.7696,0.170342857142857
"4883","LINP",22,9,2020,2020-09-22,"WOOD",3,"WS55",28,NA,NA,NA,3.5537,2.3969,5.9506,3.6089,1,0.976970253243773,2.3417,4.6834,0.167264285714286
"4884","LINP",22,9,2020,2020-09-22,"MISC",3,"WS55",28,NA,NA,NA,0,0,0,0,NA,NA,NA,0,0
"4885","LINP",22,9,2020,2020-09-22,"LEAF",3,"WS55",28,NA,NA,NA,3.5239,2.4825,6.0064,3.6567,1,0.9465055387714,2.3497,4.6994,0.167835714285714
"4886","LINP",22,9,2020,2020-09-22,"WOOD",4,"WS55",28,NA,NA,NA,3.5793,0.4605,4.0398,3.6044,0.999999999999999,0.945494028230184,0.4354,0.8708,0.0311
"4887","LINP",22,9,2020,2020-09-22,"MISC",4,"WS55",28,NA,NA,NA,3.6226,1.5036,5.1262,3.7071,1,0.943801542963554,1.4191,2.8382,0.101364285714286
"4888","LINP",22,9,2020,2020-09-22,"LEAF",4,"WS55",28,NA,NA,NA,3.6809,5.26,7.2176,3.8446,0.672376425855513,0.953713914100715,5.01653518816976,10.0330703763395,0.358323942012126
"4889","LINP",22,9,2020,2020-09-22,"WOOD",5,"WS55",28,NA,NA,NA,0,0,0,0,NA,NA,NA,0,0
"4890","LINP",22,9,2020,2020-09-22,"MISC",5,"WS55",28,NA,NA,NA,0,0,0,0,NA,NA,NA,0,0
"4891","LINP",22,9,2020,2020-09-22,"LEAF",5,"WS55",28,NA,NA,NA,3.6489,2.6278,6.2767,3.9278,1,0.89386559098866,2.3489,4.6978,0.167778571428571
"4892","LINP",22,9,2020,2020-09-22,"WOOD",6,"WS55",28,NA,NA,NA,0,0,0,0,NA,NA,NA,0,0
"4893","LINP",22,9,2020,2020-09-22,"MISC",6,"WS55",28,NA,NA,NA,0,0,0,0,NA,NA,NA,0,0
"4894","LINP",22,9,2020,2020-09-22,"LEAF",6,"WS55",28,NA,NA,NA,3.5364,0.2064,3.7428,3.548,1,0.943798449612403,0.1948,0.3896,0.0139142857142857
"4895","LINP",22,9,2020,2020-09-22,"WOOD",7,"WS55",28,NA,NA,NA,3.632,0.4111,4.0431,3.6526,0.999999999999999,0.949890537582097,0.3905,0.781,0.0278928571428571
"4896","LINP",22,9,2020,2020-09-22,"MISC",7,"WS55",28,NA,NA,NA,0,0,0,0,NA,NA,NA,0,0
"4897","LINP",22,9,2020,2020-09-22,"LEAF",7,"WS55",28,NA,NA,NA,3.554,2.0355,5.5895,3.6742,1,0.940948169982805,1.9153,3.8306,0.136807142857143
"4898","LINP",22,9,2020,2020-09-22,"WOOD",8,"WS55",28,NA,NA,NA,0,0,0,0,NA,NA,NA,0,0
"4899","LINP",22,9,2020,2020-09-22,"MISC",8,"WS55",28,NA,NA,NA,3.6658,0.9055,4.5713,3.7378,1,0.920485919381557,0.8335,1.667,0.0595357142857143
"4900","LINP",22,9,2020,2020-09-22,"LEAF",8,"WS55",28,NA,NA,NA,3.6681,4.2554,7.9235,3.8538,1,0.956361329134746,4.0697,8.1394,0.290692857142857
"4901","LINP",22,9,2020,2020-09-22,"WOOD",9,"WS55",28,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
"4902","LINP",22,9,2020,2020-09-22,"MISC",9,"WS55",28,NA,NA,NA,3.5536,2.8953,6.4489,3.8224,1,0.907159879805202,2.6265,5.253,0.187607142857143
"4903","LINP",22,9,2020,2020-09-22,"LEAF",9,"WS55",28,NA,NA,NA,3.5301,2.2507,5.7808,3.6524,1,0.945661349802284,2.1284,4.2568,0.152028571428571
"4904","LINP",22,9,2020,2020-09-22,"WOOD",10,"WS55",28,NA,NA,NA,3.5416,0.8595,4.4011,3.5589,1,0.979872018615474,0.8422,1.6844,0.0601571428571429
"4905","LINP",22,9,2020,2020-09-22,"MISC",10,"WS55",28,NA,NA,NA,3.6235,0.1265,3.75,3.6292,1,0.95494071146245,0.1208,0.2416,0.00862857142857143
"4906","LINP",22,9,2020,2020-09-22,"LEAF",10,"WS55",28,NA,NA,NA,3.5355,0.7734,4.3089,3.6357,1,0.87044220325834,0.6732,1.3464,0.0480857142857143
"4907","LINP",22,9,2020,2020-09-22,"WOOD",11,"WS55",28,NA,NA,NA,0,0,0,0,NA,NA,NA,0,0
"4908","LINP",22,9,2020,2020-09-22,"MISC",11,"WS55",28,NA,NA,NA,3.6668,0.8527,4.5195,3.6959,1,0.965873108948047,0.8236,1.6472,0.0588285714285714
"4909","LINP",22,9,2020,2020-09-22,"LEAF",11,"WS55",28,NA,NA,NA,3.6374,2.6173,6.2547,3.78,1,0.945516371833569,2.4747,4.9494,0.176764285714286
"4910","LINP",22,9,2020,2020-09-22,"WOOD",12,"WS55",28,NA,NA,NA,0,0,0,0,NA,NA,NA,0,0
"4911","LINP",22,9,2020,2020-09-22,"MISC",12,"WS55",28,NA,NA,NA,3.6557,3.6348,7.2905,3.7551,1,0.972653240893584,3.5354,7.0708,0.252528571428571
"4912","LINP",22,9,2020,2020-09-22,"LEAF",12,"WS55",28,NA,NA,NA,3.6614,3.2165,6.8779,3.8244,1,0.949323799160578,3.0535,6.107,0.218107142857143
"4913","LINP",22,9,2020,2020-09-22,"WOOD",1,"TOWR",28,NA,NA,NA,0,0,0,0,NA,NA,NA,0,0
"4914","LINP",22,9,2020,2020-09-22,"MISC",1,"TOWR",28,NA,NA,NA,0,0,0,0,NA,NA,NA,0,0
"4915","LINP",22,9,2020,2020-09-22,"LEAF",1,"TOWR",28,NA,NA,NA,3.532,0.7638,4.2958,3.5544,1,0.970672951034303,0.7414,1.4828,0.0529571428571429
